Line,Speaker,Text,Date
216,Trump,"And we have General Flynn. And we have -- look, I have 200 generals and admirals who endorsed me. I have 21 Congressional Medal of Honor recipients who endorsed me. We talk about it all the time. They understand, why can't they do something secretively, where they go in and they knock out the leadership? How -- why would these people stay there? I've been reading now... ",2016-10-09
217,Raddatz,Tell me what your strategy is. ,2016-10-09
218,Trump,"... for weeks -- I've been reading now for weeks about Mosul, that it's the harbor of where -- you know, between Raqqa and Mosul, this is where they think the ISIS leaders are. Why would they be saying -- they're not staying there anymore. They're gone. Because everybody's talking about how Iraq, which is us with our leadership, goes in to fight Mosul. Now, with these 200 admirals and generals, they can't believe it. All I say is this. General George Patton, General Douglas MacArthur are spinning in their grave at the stupidity of what we're doing in the Middle East. ",2016-10-09
219,Raddatz,"I'm going to go to Secretary Clinton. Secretary Clinton, you want Assad to go. You advocated arming rebels, but it looks like that may be too late for Aleppo. You talk about diplomatic efforts. Those have failed. Cease-fires have failed. Would you introduce the threat of U.S. military force beyond a no-fly zone against the Assad regime to back up diplomacy? ",2016-10-09
220,Clinton,"I would not use American ground forces in Syria. I think that would be a very serious mistake. I don't think American troops should be holding territory, which is what they would have to do as an occupying force. I don't think that is a smart strategy. I do think the use of special forces, which we're using, the use of enablers and trainers in Iraq, which has had some positive effects, are very much in our interests, and so I do support what is happening, but let me just... ",2016-10-09
221,Raddatz,But what would you do differently than President Obama is doing? ,2016-10-09
222,Clinton,"Well, Martha, I hope that by the time I -- if I'm fortunate... ",2016-10-09
223,Trump,Everything. ,2016-10-09
224,Clinton,"I hope by the time I am president that we will have pushed ISIS out of Iraq. I do think that there is a good chance that we can take Mosul. And, you know, Donald says he knows more about ISIS than the generals. No, he doesn't. There are a lot of very important planning going on, and some of it is to signal to the Sunnis in the area, as well as Kurdish Peshmerga fighters, that we all need to be in this. And that takes a lot of planning and preparation. I would go after Baghdadi. I would specifically target Baghdadi, because I think our targeting of Al Qaida leaders -- and I was involved in a lot of those operations, highly classified ones -- made a difference. So I think that could help. I would also consider arming the Kurds. The Kurds have been our best partners in Syria, as well as Iraq. And I know there's a lot of concern about that in some circles, but I think they should have the equipment they need so that Kurdish and Arab fighters on the ground are the principal way that we take Raqqa after pushing ISIS out of Iraq. ",2016-10-09
225,Raddatz,Thank you very much. We're going to move on... ,2016-10-09
226,Trump,"You know what's funny? She went over a minute over, and you don't stop her. When I go one second over, it's like a big deal. ",2016-10-09
227,Raddatz,You had many answers. ,2016-10-09
228,Trump,It's really -- it's really very interesting. ,2016-10-09
229,Cooper,We've got a question over here from James Carter. Mr. Carter?,2016-10-09
